Income,Expenses,Age,RiskTolerance,SIP,FD,Stocks
280186,44322,27,4,82552.4,61324.64,91986.96
114527,88337,32,5,10476.0,5238.0,10476.0
83138,27588,27,5,22220.0,11110.0,22220.0
103038,36645,41,5,26557.2,13278.6,26557.200000000004
389355,274066,21,2,28822.25,43809.82,42656.93
470472,257097,53,3,64012.50000000001,68280.0,81082.5
220015,129338,23,1,18135.4,39897.88,32643.72000000001
477201,370208,49,2,26748.25,40657.340000000004,39587.409999999996
136585,35346,48,1,20247.800000000003,44545.16,36446.03999999999
393913,107391,42,4,100282.7,74495.72,111743.57999999999
315727,148635,64,2,41773.0,63494.96,61824.04
141943,38690,21,1,20650.600000000002,45431.32,37171.079999999994
34925,26251,68,5,3469.6000000000004,1734.8000000000002,3469.5999999999995
96515,73258,63,2,5814.25,8837.66,8605.09
194981,133501,29,4,21518.0,15984.800000000001,23977.199999999997
227892,92273,29,3,40685.700000000004,43398.08,51535.21999999999
171967,97307,29,5,29864.0,14932.0,29864.0
349064,123642,65,2,56355.5,85660.36,83406.14
215428,144324,27,3,21331.200000000004,22753.28,27019.519999999997
380447,295667,37,3,25434.000000000004,27129.600000000002,32216.399999999998
132105,53888,48,1,15643.400000000001,34415.48,28158.119999999995
332254,226716,65,3,31661.400000000005,33772.16,40104.43999999999
102001,44767,66,2,14308.5,21748.920000000002,21176.579999999998
154042,103315,26,1,10145.400000000001,22319.88,18261.719999999998
147424,87681,69,2,14935.75,22702.34,22104.91
480558,257411,52,5,89258.8,44629.4,89258.80000000002
34126,17894,54,1,3246.4,7142.08,5843.52
361447,221651,38,1,27959.2,61510.24,50326.560000000005
328792,6055,31,5,129094.8,64547.4,129094.80000000002
243232,112954,25,4,45597.299999999996,33872.28,50808.42000000001
335524,250720,41,4,29681.399999999998,22049.04,33073.560000000005
398662,266910,23,4,46113.2,34255.520000000004,51383.28
216221,89730,40,5,50596.4,25298.2,50596.40000000001
271831,110576,21,3,48376.50000000001,51601.6,61276.9
226598,114071,36,4,39384.45,29257.02,43885.53
483609,148190,53,3,100625.70000000001,107334.08,127459.21999999999
243009,190248,45,2,13190.25,20049.18,19521.57
386204,140486,42,1,49143.600000000006,108115.92,88458.48
368117,140009,34,2,57027.0,86681.04000000001,84399.95999999999
487726,119360,42,3,110509.80000000002,117877.12,139979.08
417243,245904,69,4,59968.649999999994,44548.14,66822.21
106984,33451,67,3,22059.9,23530.56,27942.539999999997
212608,17150,50,2,48864.5,74274.04,72319.46
398191,23325,32,4,131203.1,97465.16,146197.74
224541,145508,25,2,19758.25,30032.54,29242.21
354154,212836,22,4,49461.299999999996,36742.68,55114.02000000001
216681,55812,20,4,56304.149999999994,41825.94,62738.91
302346,149345,31,1,30600.2,67320.44,55080.36
244839,108235,47,2,34151.0,51909.520000000004,50543.479999999996
262802,75649,55,2,46788.25,71118.14,69246.61
328057,116860,69,2,52799.25,80254.86,78142.89
186415,144728,65,4,14590.449999999999,10838.62,16257.930000000002
310834,37833,58,1,54600.200000000004,120120.44,98280.35999999999
126898,82711,44,2,11046.75,16791.06,16349.189999999999
375734,85522,58,1,58042.4,127693.28,104476.32
139107,12960,51,5,50458.8,25229.4,50458.799999999996
440474,97889,55,3,102775.50000000001,109627.2,130182.3
197505,84364,24,4,39599.35,29416.66,44124.98999999999
295455,134466,23,5,64395.600000000006,32197.800000000003,64395.59999999999
331560,148452,41,3,54932.40000000001,58594.56,69581.04
181929,26711,61,5,62087.200000000004,31043.600000000002,62087.19999999998
179465,27076,29,1,30477.800000000003,67051.16,54860.03999999999
289188,207105,25,3,24624.900000000005,26266.56,31191.53999999999
230359,34882,66,1,39095.4,86009.88,70371.72
128730,48826,69,5,31961.600000000002,15980.800000000001,31961.59999999999
464547,103938,67,3,108182.70000000001,115394.88,137031.41999999998
440531,163818,29,2,69178.25,105150.94,102383.81
325059,157133,62,3,50377.80000000001,53736.32,63811.87999999998
89812,39017,44,1,10159.0,22349.8,18286.2
478024,284773,58,3,57975.30000000001,61840.32,73435.37999999998
84829,53994,48,3,9250.500000000002,9867.2,11717.3
387424,307865,45,3,23867.700000000004,25458.88,30232.419999999995
495958,213502,25,1,56491.200000000004,124280.64,101684.15999999999
217639,146280,62,5,28543.600000000002,14271.800000000001,28543.59999999999
40951,21152,66,1,3959.8,8711.56,7127.640000000001
462602,92122,48,5,148192.0,74096.0,148192.0
488361,88211,52,1,80030.0,176066.0,144054.0
408348,84993,29,4,113174.25,84072.3,126108.45
239973,141464,69,5,39403.600000000006,19701.800000000003,39403.59999999999
70385,35653,45,1,6946.400000000001,15282.08,12503.519999999999
145813,19799,27,5,50405.600000000006,25202.800000000003,50405.59999999999
157116,24871,43,3,39673.50000000001,42318.4,50253.1
41381,22274,54,1,3821.4,8407.08,6878.52
276017,88108,32,2,46977.25,71405.42,69526.33
69892,55521,65,1,2874.2000000000003,6323.24,5173.5599999999995
365535,285064,44,2,20117.75,30578.98,29774.27
284038,35985,39,5,99221.20000000001,49610.600000000006,99221.19999999998
245692,47235,31,1,39691.4,87321.08,71444.52
255311,87643,45,3,50300.40000000001,53653.76,63713.83999999999
76697,9846,31,5,26740.4,13370.2,26740.399999999998
34633,18628,53,5,6402.0,3201.0,6402.0
409666,300182,20,2,27371.0,41603.92,40509.08
225538,43138,34,3,54720.00000000001,58368.0,69312.0
492243,192223,40,1,60004.0,132008.8,108007.20000000001
157980,15844,51,5,56854.4,28427.2,56854.40000000001
456282,231301,24,4,78743.34999999999,58495.060000000005,87742.59000000003
365173,284778,36,2,20098.75,30550.1,29746.15
431249,60063,21,5,148474.4,74237.2,148474.40000000002
82781,19901,34,5,25152.0,12576.0,25152.0
237986,49324,56,5,75464.8,37732.4,75464.79999999999
314786,30378,42,4,99542.79999999999,73946.08,110919.12000000001
138171,94595,49,2,10894.0,16558.88,16123.119999999999
84377,59691,52,2,6171.5,9380.68,9133.82
477519,316207,26,1,32262.4,70977.28,58072.32000000001
98343,10492,50,3,26355.300000000003,28112.32,33383.38
461913,75283,67,4,135320.5,100523.8,150785.7
257778,146758,29,4,38857.0,28865.2,43297.8
465331,106732,67,1,71719.8,157783.56,129095.64000000001
486246,297021,33,3,56767.50000000001,60552.0,71905.5
302566,145316,29,5,62900.0,31450.0,62900.0
129384,63031,29,3,19905.9,21232.96,25214.14
365271,73232,64,1,58407.8,128497.16,105134.04000000001
436673,241503,28,3,58551.00000000001,62454.4,74164.6
158982,7693,69,3,45386.700000000004,48412.48,57489.819999999985
48810,25092,31,5,9487.2,4743.6,9487.199999999999
78105,35505,32,4,14909.999999999998,11076.0,16614.0
91934,22939,69,4,24148.25,17938.7,26908.05
175223,133068,56,5,16862.0,8431.0,16862.0
365851,44051,54,5,128720.0,64360.0,128720.0
80071,13065,69,1,13401.2,29482.64,24122.160000000003
91468,31470,61,1,11999.6,26399.12,21599.280000000002
157405,125447,41,5,12783.2,6391.6,12783.199999999999
221675,118920,63,3,30826.500000000004,32881.6,39046.9
455986,12887,50,3,132929.7,141791.68,168377.62
44918,7729,37,2,9297.25,14131.82,13759.93
122201,66762,42,3,16631.7,17740.48,21066.820000000003
229496,173410,63,3,16825.800000000003,17947.52,21312.679999999997
235859,51566,44,1,36858.6,81088.92,66345.48
310157,57132,49,5,101210.0,50605.0,101210.0
179156,112855,43,4,23205.35,17238.260000000002,25857.39
142772,19179,59,5,49437.200000000004,24718.600000000002,49437.19999999998
437165,21116,64,2,104012.25,158098.62,153938.13
199889,108100,23,3,27536.700000000004,29372.48,34879.81999999999
67632,19193,40,1,9687.800000000001,21313.16,17438.039999999997
456441,196082,67,4,91125.65,67693.34,101540.01000000001
199884,23895,45,5,70395.6,35197.8,70395.59999999999
233408,28086,25,4,71862.7,53383.72,80075.57999999999
178279,112334,53,4,23080.75,17145.7,25718.55
115028,71957,35,3,12921.300000000001,13782.720000000001,16366.979999999996
158355,99024,29,1,11866.2,26105.64,21359.160000000003
227627,20487,25,3,62142.00000000001,66284.8,78713.2
317194,13744,48,3,91035.00000000001,97104.0,115311.0
401784,309831,43,1,18390.600000000002,40459.32,33103.079999999994
345007,11277,56,5,133492.0,66746.0,133492.0
260515,201955,57,1,11712.0,25766.4,21081.6
319355,245464,33,3,22167.300000000003,23645.12,28078.579999999998
369760,99515,50,1,54049.0,118907.8,97288.2
80110,27993,54,2,13029.25,19804.46,19283.29
327357,198065,30,3,38787.600000000006,41373.44,49130.95999999999
489911,269418,58,3,66147.90000000001,70557.76,83787.33999999998
170033,25044,64,3,43496.700000000004,46396.48,55095.819999999985
157046,81464,49,4,26453.699999999997,19651.32,29476.980000000003
236085,15411,47,5,88269.6,44134.8,88269.59999999999
344888,153843,65,5,76418.0,38209.0,76418.0
158117,62623,38,3,28648.200000000004,30558.08,36287.71999999999
391427,275706,28,3,34716.3,37030.72,43973.979999999996
126147,36589,59,3,26867.400000000005,28658.56,34032.03999999999
308988,159519,67,5,59787.600000000006,29893.800000000003,59787.59999999999
74708,10289,64,5,25767.600000000002,12883.800000000001,25767.59999999999
252409,191381,58,5,24411.2,12205.6,24411.200000000004
274451,45581,26,5,91548.0,45774.0,91548.0
239700,30105,42,4,73358.25,54494.700000000004,81742.04999999999
351301,251514,63,3,29936.100000000006,31931.84,37919.06
168182,67170,45,4,35354.2,26263.120000000003,39394.68
144926,86147,27,3,17633.700000000004,18809.28,22336.019999999997
383727,188208,22,5,78207.6,39103.8,78207.59999999999
140787,51733,51,2,22263.5,33840.52,32949.98
240782,92493,55,3,44486.700000000004,47452.48,56349.819999999985
431514,84876,32,1,69327.6,152520.72,124789.68000000002
475884,248722,27,1,45432.4,99951.28,81778.32
51655,11683,33,5,15988.800000000001,7994.400000000001,15988.799999999996
114594,63595,46,4,17849.649999999998,13259.74,19889.610000000008
482574,164950,46,5,127049.6,63524.8,127049.59999999999
309324,139760,47,1,33912.8,74608.16,61043.04000000001
247561,145988,63,1,20314.600000000002,44692.12,36566.27999999999
57805,18453,27,1,7870.400000000001,17314.88,14166.719999999998
114799,86614,43,1,5637.0,12401.4,10146.6
420626,86462,32,1,66832.8,147032.16,120299.04000000001
51159,34090,43,1,3413.8,7510.36,6144.840000000001
194735,85903,48,5,43532.8,21766.4,43532.799999999996
448583,327038,33,3,36463.50000000001,38894.4,46187.1
333588,170341,58,3,48974.100000000006,52239.04,62033.85999999999
144078,44759,25,1,19863.800000000003,43700.36,35754.84
399179,166171,64,3,69902.40000000001,74562.56,88543.03999999998
351356,40814,66,5,124216.8,62108.4,124216.80000000002
411637,65204,32,4,121251.54999999999,90072.58,135108.87
265256,86943,34,4,62409.549999999996,46361.380000000005,69542.07
43052,31970,63,5,4432.8,2216.4,4432.799999999999
244582,94572,60,2,37502.5,57003.8,55503.7
302187,7419,59,1,58953.600000000006,129697.92,106116.48
121799,22140,48,3,29897.700000000004,31890.88,37870.419999999984
339744,113611,43,5,90453.20000000001,45226.600000000006,90453.19999999998
82112,36110,20,1,9200.4,20240.88,16560.719999999998
462626,238451,34,2,56043.75,85186.5,82944.75
368405,196196,25,5,68883.6,34441.8,68883.59999999999
86320,33020,41,5,21320.0,10660.0,21320.0
357232,185786,69,3,51433.80000000001,54862.72,65149.47999999998
350679,70350,61,5,112131.6,56065.8,112131.59999999999
363275,27063,40,2,84053.0,127760.56,124398.44
361090,182043,34,5,71618.8,35809.4,71618.79999999999
262124,54725,40,5,82959.6,41479.8,82959.59999999999
82085,22862,45,2,14805.75,22504.74,21912.51
206351,67471,28,3,41664.00000000001,44441.6,52774.4
476195,322972,50,5,61289.200000000004,30644.600000000002,61289.19999999998
128007,51104,58,5,30761.2,15380.6,30761.200000000004
26050,16184,62,1,1973.2,4341.04,3551.76
290628,67648,61,4,78043.0,57974.8,86962.2
106332,40361,31,1,13194.2,29027.24,23749.56
177591,14107,24,3,49045.200000000004,52314.880000000005,62123.919999999984
475911,12971,57,4,162029.0,120364.40000000001,180546.59999999998
339118,28446,31,5,124268.8,62134.4,124268.80000000002
488395,8823,34,5,191828.80000000002,95914.40000000001,191828.79999999993
423436,210162,68,5,85309.6,42654.8,85309.59999999999
292654,180117,61,4,39387.95,29259.620000000003,43889.43
125935,74134,61,4,18130.35,13468.26,20202.39
273978,149854,48,1,24824.800000000003,54614.56,44684.64
347731,83004,62,3,79418.1,84712.64,100596.26
196774,107260,61,4,31329.899999999998,23273.64,34910.46000000001
50916,32268,30,1,3729.6000000000004,8205.12,6713.279999999999
43259,25815,60,4,6105.4,4535.4400000000005,6803.16
201502,112009,65,3,26847.900000000005,28637.760000000002,34007.33999999999
229137,166940,25,3,18659.100000000002,19903.04,23634.859999999993
305428,131801,63,5,69450.8,34725.4,69450.79999999999
89000,67107,45,2,5473.25,8319.34,8100.41
494706,265226,28,4,80318.0,59664.8,89497.2
413471,206264,36,2,51801.75,78738.66,76666.59
465544,250352,24,3,64557.60000000001,68861.44,81772.95999999999
299250,61731,22,4,83131.65,61754.94,92632.41
314743,76326,64,3,71525.1,76293.44,90598.45999999999
29004,14978,30,5,5610.400000000001,2805.2000000000003,5610.399999999998
45792,35216,36,1,2115.2000000000003,4653.44,3807.3599999999997
491426,59766,45,5,172664.0,86332.0,172664.0
199614,10913,42,2,47175.25,71706.38,69819.37
30567,10611,44,3,5986.800000000001,6385.92,7583.279999999999
499336,9791,29,4,171340.75,127281.7,190922.55
81032,49078,42,5,12781.6,6390.8,12781.600000000002
357844,60609,38,4,104032.25,77281.1,115921.65
239162,32676,34,5,82594.40000000001,41297.200000000004,82594.4
240412,181512,62,4,20615.0,15314.0,22971.0
476120,129786,37,4,121216.9,90046.84,135070.26
42075,23977,51,5,7239.200000000001,3619.6000000000004,7239.199999999999
29304,19610,66,2,2423.5,3683.7200000000003,3586.7799999999997
269109,29028,52,5,96032.40000000001,48016.200000000004,96032.39999999997
56845,26282,62,3,9168.900000000001,9780.16,11613.939999999999
100722,30230,30,2,17623.0,26786.96,26082.04
61722,45159,56,4,5797.049999999999,4306.38,6459.570000000001
107052,10239,56,1,19362.600000000002,42597.72,34852.67999999999
440411,109697,31,5,132285.6,66142.8,132285.59999999998
252842,101299,63,4,53040.049999999996,39401.18,59101.77000000001
183041,19497,44,5,65417.600000000006,32708.800000000003,65417.59999999999
401059,262471,45,2,34647.0,52663.44,51277.56
238220,110153,54,3,38420.100000000006,40981.44,48665.45999999999
476581,89242,27,2,96834.75,147188.82,143315.43
84450,43428,34,2,10255.5,15588.36,15178.14
284237,49498,47,2,58684.75,89200.82,86853.43
314153,218166,23,2,23996.75,36475.06,35515.19
369762,67598,35,2,75541.0,114822.32,111800.68
314418,147491,36,4,58424.45,43401.020000000004,65101.53
181938,113563,32,5,27350.0,13675.0,27350.0
156746,75538,67,1,16241.6,35731.52,29234.880000000005
53717,26809,47,3,8072.4000000000015,8610.56,10225.039999999999
457507,114525,56,2,85745.5,130333.16,126903.34
350080,180403,61,1,33935.4,74657.88,61083.72
72107,53257,47,2,4712.5,7163.0,6974.5
297845,205144,45,3,27810.300000000003,29664.32,35226.38
235494,186203,31,3,14787.300000000003,15773.12,18730.579999999994
119280,63715,60,2,13891.25,21114.7,20559.05
298101,184199,57,1,22780.4,50116.88,41004.72000000001
344064,264285,63,5,31911.600000000002,15955.800000000001,31911.59999999999
405996,137698,34,3,80489.40000000001,85855.36,101953.23999999998
320455,37356,53,4,99084.65,73605.74,110408.61
317019,246121,67,5,28359.2,14179.6,28359.200000000004
216322,91889,38,1,24886.600000000002,54750.52,44795.88
36427,5508,47,5,12367.6,6183.8,12367.600000000002
154511,90848,55,1,12732.6,28011.72,22918.68
492919,22300,21,4,164716.65,122360.94,183541.40999999997
464128,24659,63,4,153814.15,114261.94,171392.90999999997
446802,15360,68,4,151004.69999999998,112174.92,168262.38000000006
68791,8065,30,5,24290.4,12145.2,24290.399999999998
53370,9295,29,4,15426.249999999998,11459.5,17189.25
291176,98254,33,4,67522.7,50159.72,75239.58
133528,97202,27,5,14530.400000000001,7265.200000000001,14530.399999999998
258292,77302,47,3,54297.00000000001,57916.8,68776.2
268342,90757,34,2,44396.25,67482.3,65706.45
298076,30714,31,1,53472.4,117639.28,96250.32
76627,50987,22,5,10256.0,5128.0,10256.0
180322,69686,38,2,27659.0,42041.68,40935.32
327172,151367,36,4,61531.74999999999,45709.3,68563.95
327674,18769,22,4,108116.75,80315.3,120472.95
195717,84782,66,5,44374.0,22187.0,44374.0
464573,149542,45,3,94509.30000000002,100809.92,119711.77999999998
157877,87324,20,5,28221.2,14110.6,28221.200000000004
475244,186844,65,1,57680.0,126896.0,103824.0
486832,106422,40,3,114123.00000000001,121731.2,144555.8
381013,282845,31,5,39267.200000000004,19633.600000000002,39267.2
248495,178316,28,4,24562.649999999998,18246.54,27369.810000000005
224222,69361,49,4,54201.35,40263.86,60395.78999999999
292499,103841,64,5,75463.2,37731.6,75463.20000000001
180786,22198,27,5,63435.200000000004,31717.600000000002,63435.19999999998
456841,263466,50,5,77350.0,38675.0,77350.0
285954,128743,24,1,31442.2,69172.84,56595.96000000001
308927,126701,51,4,63779.1,47378.76,71068.13999999998
26163,18935,21,4,2529.7999999999997,1879.28,2818.920000000001
261262,122969,20,2,34573.25,52551.340000000004,51168.409999999996
268924,184420,38,4,29576.399999999998,21971.04,32956.560000000005
387847,25229,63,2,90654.5,137794.84,134168.66
178069,26101,27,4,53188.799999999996,39511.68,59267.52000000001
246293,195477,24,1,10163.2,22359.04,18293.760000000002
466247,305065,35,5,64472.8,32236.4,64472.799999999996
434287,202190,46,4,81233.95,60345.22,90517.82999999999
364352,90779,66,4,95750.54999999999,71128.98,106693.47000000002
359974,120871,67,3,71730.90000000001,76512.96,90859.13999999997
69116,31325,25,2,9447.75,14360.58,13982.67
315759,127058,51,5,75480.40000000001,37740.200000000004,75480.4
309596,158797,43,1,30159.800000000003,66351.56,54287.64
226132,118535,31,3,32279.100000000006,34431.04,40886.85999999999
391877,269509,37,5,48947.200000000004,24473.600000000002,48947.19999999998
64134,42823,32,5,8524.4,4262.2,8524.400000000001
257159,138021,68,1,23827.600000000002,52420.72,42889.67999999999
76947,59924,53,4,5958.049999999999,4425.9800000000005,6638.97
477181,283652,44,2,48382.25,73541.02,71605.73
21919,14827,37,5,2836.8,1418.4,2836.7999999999997
53298,11929,51,5,16547.600000000002,8273.800000000001,16547.6
103721,42924,68,5,24318.800000000003,12159.400000000001,24318.799999999996
303830,16920,28,4,100418.5,74596.6,111894.9
412653,229647,56,3,54901.80000000001,58561.92,69542.27999999998
224222,64099,65,1,32024.600000000002,70454.12,57644.28
38013,26446,45,4,4048.45,3007.42,4511.13
282701,166738,33,5,46385.200000000004,23192.600000000002,46385.19999999998
150878,104143,22,4,16357.249999999998,12151.1,18226.65
160668,62500,42,2,24542.0,37303.840000000004,36322.159999999996
476610,202118,32,4,96072.2,71367.92,107051.87999999999
32974,6137,24,3,8051.100000000001,8587.84,10198.059999999998
352346,79442,66,2,68226.0,103703.52,100974.48
75598,7654,50,5,27177.600000000002,13588.800000000001,27177.59999999999
147309,39928,64,2,26845.25,40804.78,39730.97
50552,15336,34,4,12325.599999999999,9156.16,13734.240000000002
38361,13567,57,4,8677.9,6446.4400000000005,9669.66
45816,33046,23,4,4469.5,3320.2000000000003,4980.299999999999
424957,13798,51,4,143905.65,106901.34,160352.00999999998
263942,134544,60,1,25879.600000000002,56935.12,46583.27999999999
107638,23452,31,1,16837.2,37041.840000000004,30306.96
215457,115205,23,4,35088.2,26065.52,39098.28
160721,100791,33,5,23972.0,11986.0,23972.0
274599,48147,60,2,56613.0,86051.76,83787.24
117841,81215,33,2,9156.5,13917.880000000001,13551.619999999999
294535,9861,50,1,56934.8,125256.56,102482.64000000001
203000,39364,51,4,57272.6,42545.36,63818.03999999999
269072,47923,67,1,44229.8,97305.56,79613.64000000001
367962,170912,35,1,39410.0,86702.0,70938.0
148165,104242,68,2,10980.75,16690.74,16251.509999999998
469622,149013,25,1,64121.8,141067.96,115419.24000000002
236854,122373,62,4,40068.35,29765.06,44647.59
453292,25323,58,2,106992.25,162628.22,158348.53
26021,17862,57,2,2039.75,3100.42,3018.83
332499,238511,27,5,37595.200000000004,18797.600000000002,37595.2
290855,199151,52,2,22926.0,34847.52,33930.48
251659,91478,55,4,56063.35,41647.060000000005,62470.58999999999
206168,8093,42,5,79230.0,39615.0,79230.0
209878,145466,41,5,25764.800000000003,12882.400000000001,25764.799999999996
112510,18280,35,5,37692.0,18846.0,37692.0
391030,204521,26,5,74603.6,37301.8,74603.59999999999
242787,43057,41,5,79892.0,39946.0,79892.0
114655,20025,61,4,33120.5,24603.8,36905.7
93230,9830,28,3,25020.000000000004,26688.0,31692.0
227097,67040,68,5,64022.8,32011.4,64022.799999999996
477864,322174,67,3,46707.00000000001,49820.8,59162.2
239478,62923,48,1,35311.0,77684.2,63559.8
264533,165275,52,1,19851.600000000002,43673.52,35732.88
65667,27485,32,4,13363.699999999999,9927.32,14890.980000000003
358092,62560,35,2,73883.0,112302.16,109346.84
376362,164487,31,4,74156.25,55087.5,82631.25
204286,22997,63,2,45322.25,68889.82,67076.93
60308,14488,54,1,9164.0,20160.8,16495.2
482748,10695,23,4,165218.55,122733.78,184100.67
213295,138438,31,5,29942.800000000003,14971.400000000001,29942.799999999996
394612,11764,36,5,153139.2,76569.6,153139.19999999998
314067,100711,56,2,53339.0,81075.28,78941.72
414830,288083,68,1,25349.4,55768.68,45628.920000000006
436462,132521,25,1,60788.200000000004,133734.04,109418.75999999998
141327,54648,39,1,17335.8,38138.76,31204.439999999995
375642,296908,42,1,15746.800000000001,34642.96,28344.239999999998
189573,62207,33,1,25473.2,56041.04,45851.76
173144,98778,52,1,14873.2,32721.04,26771.760000000002
188204,115573,46,3,21789.300000000003,23241.920000000002,27599.779999999995
287104,23781,65,3,78996.90000000001,84263.36,100062.73999999998
51126,27578,38,3,7064.4000000000015,7535.360000000001,8948.239999999998
300027,34782,23,4,92835.75,68963.7,103445.55
315890,71266,53,4,85618.4,63602.240000000005,95403.36
468247,137773,26,5,132189.6,66094.8,132189.59999999998
389841,71483,45,2,79589.5,120976.04000000001,117792.45999999999
53525,19866,28,5,13463.6,6731.8,13463.600000000002
222259,12273,64,2,52496.5,79794.68000000001,77694.81999999999
154607,23677,36,5,52372.0,26186.0,52372.0
272299,206225,20,5,26429.600000000002,13214.800000000001,26429.59999999999
131889,54323,28,3,23269.800000000003,24821.12,29475.079999999998
372053,51105,40,4,112331.79999999999,83446.48,125169.72000000002
21049,9129,27,2,2980.0,4529.6,4410.4
479567,41534,62,2,109508.25,166452.54,162072.21
204885,30037,59,1,34969.6,76933.12,62945.28
470399,366317,42,3,31224.600000000006,33306.24,39551.159999999996
78150,6934,43,4,24925.6,18516.16,27774.24
268399,207767,59,2,15158.0,23040.16,22433.84
119468,38387,66,3,24324.300000000003,25945.920000000002,30810.779999999995
434472,7460,56,3,128103.60000000002,136643.84,162264.55999999997
279925,106746,43,2,43294.75,65808.02,64076.229999999996
52175,22675,42,1,5900.0,12980.0,10620.0
177048,83678,57,5,37348.0,18674.0,37348.0
468881,274538,20,2,48585.75,73850.34,71906.91
455180,213260,32,5,96768.0,48384.0,96768.0
413659,225511,40,4,65851.8,48918.48,73377.72
456881,108700,29,5,139272.4,69636.2,139272.40000000002
173560,32898,42,4,49231.7,36572.12,54858.18
393921,52003,50,3,102575.40000000001,109413.76000000001,129928.83999999997
459462,64030,25,2,98858.0,150264.16,146309.84
489655,251160,64,1,47699.0,104937.8,85858.2
287589,154112,64,4,46716.95,34704.020000000004,52056.03
282390,36153,48,4,86182.95,64021.62,96032.43
76238,24394,67,1,10368.800000000001,22811.36,18663.839999999997
490938,301751,43,4,66215.45,49188.62,73782.93
147378,20290,27,4,44480.799999999996,33042.880000000005,49564.32000000001
420686,107652,49,1,62606.8,137734.96,112692.24000000002
222668,123943,20,5,39490.0,19745.0,39490.0
285482,67601,67,3,65364.30000000001,69721.92,82794.77999999998
246137,120447,39,1,25138.0,55303.6,45248.4
490032,375755,24,4,39996.95,29712.02,44568.03
293302,210229,29,4,29075.55,21598.98,32398.469999999998
441984,68146,45,2,93459.5,142058.44,138320.06
385871,87970,37,4,104265.34999999999,77454.26000000001,116181.39000000001
55577,7921,24,2,11914.0,18109.28,17632.72
462900,149535,57,3,94009.50000000001,100276.8,119078.7
323079,130534,60,5,77018.0,38509.0,77018.0
92828,60152,61,4,11436.599999999999,8495.76,12743.640000000001
243393,91569,39,1,30364.800000000003,66802.56,54656.64
479843,161844,63,3,95399.70000000001,101759.68000000001,120839.61999999998
472220,127537,66,5,137873.2,68936.6,137873.19999999998
95992,27320,56,2,17168.0,26095.36,25408.64
214760,53581,37,3,48353.700000000004,51577.28,61248.01999999999
89837,12207,36,4,27170.5,20183.8,30275.7
405890,119780,61,1,57222.0,125888.4,102999.6
342666,117099,26,5,90226.8,45113.4,90226.80000000002
105015,59333,62,1,9136.4,20100.08,16445.519999999997
497412,182171,22,5,126096.40000000001,63048.200000000004,126096.39999999997
226553,136378,67,5,36070.0,18035.0,36070.0
163279,44426,20,1,23770.600000000002,52295.32,42787.079999999994
226238,22256,45,1,40796.4,89752.08,73433.52
315863,47017,28,3,80653.80000000002,86030.72,102161.47999999998
360492,231884,60,5,51443.200000000004,25721.600000000002,51443.19999999998
491808,224182,23,4,93669.09999999999,69582.76000000001,104374.14000000001
155102,94779,29,4,21113.05,15683.980000000001,23525.969999999994
119704,66687,31,4,18555.949999999997,13784.42,20676.630000000005
400079,25448,29,4,131120.85,97404.06,146106.09
236461,119679,67,3,35034.600000000006,37370.24,44377.159999999996
310160,155004,65,2,38789.0,58959.28,57407.72
72802,12549,41,3,18075.9,19280.96,22896.14
67842,51539,24,2,4075.75,6195.14,6032.11
436232,191272,32,3,73488.00000000001,78387.2,93084.8
147922,97447,30,3,15142.500000000002,16152.0,19180.5
141682,69325,59,5,28942.800000000003,14471.400000000001,28942.799999999996
77771,59973,61,3,5339.400000000001,5695.36,6763.239999999999
321251,62888,32,4,90427.04999999999,67174.38,100761.57
187605,106131,30,4,28515.899999999998,21183.24,31774.860000000004
479482,6832,44,2,118162.5,179607.0,174880.5
133922,74715,47,3,17762.100000000002,18946.24,22498.659999999993
157687,77298,59,4,28136.149999999998,20901.14,31351.710000000006
305578,91879,46,5,85479.6,42739.8,85479.59999999999
244491,84599,69,5,63956.8,31978.4,63956.799999999996
460661,121770,66,4,118611.84999999999,88111.66,132167.49000000002
407476,184693,37,4,77974.04999999999,57923.58,86885.37000000001
134300,42997,56,5,36521.200000000004,18260.600000000002,36521.2
379949,167776,46,4,74260.54999999999,55164.98,82747.47
261942,7526,66,4,89045.59999999999,66148.16,99222.24000000002
288718,13733,45,4,96244.75,71496.1,107244.15
35909,16802,44,4,6687.45,4967.820000000001,7451.729999999999
99062,55908,34,3,12946.200000000003,13809.28,16398.519999999997
71458,30551,36,3,12272.100000000002,13090.24,15544.659999999998
251946,158263,24,5,37473.200000000004,18736.600000000002,37473.2
109407,80257,33,2,7287.5,11077.0,10785.5
333241,166351,24,5,66756.0,33378.0,66756.0
413783,269323,55,1,28892.0,63562.4,52005.6
169102,131883,25,5,14887.6,7443.8,14887.600000000002
342019,183725,56,1,31658.800000000003,69649.36,56985.84
477775,24465,60,4,158658.5,117860.6,176790.9
30652,19379,61,4,3945.5499999999997,2930.98,4396.470000000001
237201,63541,37,1,34732.0,76410.4,62517.600000000006
64308,26326,24,5,15192.800000000001,7596.400000000001,15192.799999999996
69477,47725,22,4,7613.2,5655.52,8483.279999999999
475139,75560,55,1,79915.8,175814.76,143848.44
281278,193564,46,3,26314.200000000004,28068.48,33331.31999999999
186471,148641,21,4,13240.5,9835.800000000001,14753.699999999999
248629,5528,26,3,72930.30000000002,77792.32,92378.37999999998
122979,23047,56,3,29979.600000000006,31978.24,37974.15999999999
